,name,iso,y,c,Circumstances,latest,var,Region,Approach1,Value,Measure,Approach,Perspective
197,Belgium,BEL,2011,BE,all,0,Income,Europe,Gini,0.2562,Gini,Absolute,NA
198,Belgium,BEL,2011,BE,all,0,Income,Europe,Gini_rforest_exante,0.1056,Gini,Absolute,Ex-Ante Random Forest
199,Belgium,BEL,2011,BE,all,0,Income,Europe,Gini_rforest_exante_rel,41.2177985948478,Gini,Relative,Ex-Ante Random Forest
200,Belgium,BEL,2011,BE,all,0,Income,Europe,Gini_trees_exante,0.0892,Gini,Absolute,Ex-Ante Tree
201,Belgium,BEL,2011,BE,all,0,Income,Europe,Gini_trees_exante_rel,34.8165495706479,Gini,Relative,Ex-Ante Tree
202,Belgium,BEL,2011,BE,all,0,Income,Europe,Gini_trees_expost,0.1388,Gini,Absolute,Ex-Post Tree
203,Belgium,BEL,2011,BE,all,0,Income,Europe,Gini_trees_expost_rel,54.176424668228,Gini,Relative,Ex-Post Tree
204,Belgium,BEL,2011,BE,all,0,Income,Europe,MLD,0.1253,MLD,Absolute,NA
205,Belgium,BEL,2011,BE,all,0,Income,Europe,MLD_rforest_exante,0.0203,MLD,Absolute,Ex-Ante Random Forest
206,Belgium,BEL,2011,BE,all,0,Income,Europe,MLD_rforest_exante_rel,16.2011173184357,MLD,Relative,Ex-Ante Random Forest
